ID,VendorID,FormatID,PrintTypeID,ModelTypeID,Name,ColorsCount,ColorsString,RollSupport,PartNumber,NoBorder,Added,Updated,Description,UserUpdated,FavCartrigeIDs,Barcode,ProfileID,IdentOID,IdentValue,Photo,Firmware
2387,11,4,4,5,bizhub C280,0,,ЛОЖЬ,A0ED022,ЛОЖЬ,18-мар-19,02-июл-20,,,1:2571;2:2574;3:2572;4:2573;16:2579;20:2580;24:2575;25:2578;26:2576;27:2577;28:2583;29:2582;6:2581,,145,1.3.6.1.2.1.25.3.2.1.3.1,KONICA MINOLTA bizhub C280,,
2388,21,4,4,5,ineo+ 220,0,,ЛОЖЬ,,ЛОЖЬ,18-мар-19,19-мар-19,В оригинале - Konica Minolta bizhub C220,,1:2622;2:2625;3:2623;4:2624;16:2630;20:2631;24:2629;25:2626;26:2628;27:2627;6:2581,,145,1.3.6.1.2.1.25.3.2.1.3.1,Generic 22C-1,,
2389,21,4,4,5,ineo+ 280,0,,ЛОЖЬ,,ЛОЖЬ,18-мар-19,19-мар-19,В оригинале - Konica Minolta bizhub C280,,1:2622;2:2625;3:2623;4:2624;16:2630;20:2631;24:2629;25:2626;26:2628;27:2627;6:2581,,145,1.3.6.1.2.1.25.3.2.1.3.1,Generic 28C-1,,
2390,11,4,4,5,bizhub C308,0,,ЛОЖЬ,A7PY027,ЛОЖЬ,18-мар-19,02-июл-20,,,1:2584;2:2587;3:2585;4:2586;16:2593;24:2588;25:2591;26:2589;27:2590;28:2750;29:2595;6:2594,,144,1.3.6.1.2.1.25.3.2.1.3.1,KONICA MINOLTA bizhub C308,,
2391,21,4,4,5,ineo+ 308,0,,ЛОЖЬ,,ЛОЖЬ,19-мар-19,22-апр-19,В оригинале - Konica Minolta bizhub C308,,1:105;2:102;3:104;4:103;16:96;20:97;24:101;25:98;26:100;27:99;28:2748;29:2749;6:120,,144,1.3.6.1.2.1.25.3.2.1.3.1,Generic 30C-9,,
2392,11,4,4,5,bizhub C224e,0,,ЛОЖЬ,A5C4021,ЛОЖЬ,19-мар-19,02-июл-20,,,1:2597;2:2600;3:2598;4:2599;16:2605;20:2606;24:2601;25:2604;26:2602;27:2603;28:2596;29:2595;6:2594,,145,1.3.6.1.2.1.25.3.2.1.3.1,KONICA MINOLTA bizhub C224e,,
2393,11,4,4,5,bizhub C224,0,,ЛОЖЬ,A4FM021,ЛОЖЬ,19-мар-19,02-июл-20,,,1:2597;2:2600;3:2598;4:2599;16:2605;20:2606;24:2601;25:2604;26:2602;27:2603;28:2596;29:2595;6:2594,,145,1.3.6.1.2.1.25.3.2.1.3.1,KONICA MINOLTA bizhub C224,,
2394,11,4,4,5,bizhub C284,0,,ЛОЖЬ,A4FK021,ЛОЖЬ,19-мар-19,02-июл-20,,,1:2597;2:2600;3:2598;4:2599;16:2605;20:2606;24:2601;25:2604;26:2602;27:2603;28:2596;29:2595;6:2594,,145,1.3.6.1.2.1.25.3.2.1.3.1,KONICA MINOLTA bizhub C284,,
2395,11,4,4,5,bizhub C284e,0,,ЛОЖЬ,A5C2021,ЛОЖЬ,19-мар-19,02-июл-20,,,1:2597;2:2600;3:2598;4:2599;16:2605;20:2606;24:2601;25:2604;26:2602;27:2603;28:2596;29:2595;6:2594,,145,1.3.6.1.2.1.25.3.2.1.3.1,KONICA MINOLTA bizhub C284e,,
2396,11,4,4,5,bizhub C364,0,,ЛОЖЬ,A161021,ЛОЖЬ,19-мар-19,02-июл-20,,,1:2597;2:2600;3:2598;4:2599;16:2605;20:2606;24:2601;25:2604;26:2602;27:2603;28:2596;29:2595;6:2594,,145,1.3.6.1.2.1.25.3.2.1.3.1,KONICA MINOLTA bizhub C364,,
2397,11,4,4,5,bizhub C364e,0,,ЛОЖЬ,A5C1021,ЛОЖЬ,19-мар-19,02-июл-20,,,1:2597;2:2600;3:2598;4:2599;16:2605;20:2606;24:2601;25:2604;26:2602;27:2603;28:2596;29:2595;6:2594,,145,1.3.6.1.2.1.25.3.2.1.3.1,KONICA MINOLTA bizhub C364e,,
2398,21,4,4,5,ineo+ 224e,0,,ЛОЖЬ,,ЛОЖЬ,19-мар-19,29-май-19,В оригинале - Konica Minolta bizhub C224e,,1:2607;2:2610;3:2608;4:2609;16:2611;20:2612;24:2613;25:2616;26:2614;27:2615;29:2749;6:2617,,145,1.3.6.1.2.1.25.3.2.1.3.1,Generic 22C-6e,,
2399,21,4,4,5,ineo+ 224,0,,ЛОЖЬ,,ЛОЖЬ,19-мар-19,19-мар-19,В оригинале - Konica Minolta bizhub C224,,1:2607;2:2610;3:2608;4:2609;16:2611;20:2612;24:2613;25:2616;26:2614;27:2615;6:2617,,145,1.3.6.1.2.1.25.3.2.1.3.1,Generic 22C-6,,
2400,21,4,4,5,ineo+ 284,0,,ЛОЖЬ,,ЛОЖЬ,19-мар-19,19-мар-19,В оригинале - Konica Minolta bizhub C284,,1:2607;2:2610;3:2608;4:2609;16:2611;20:2612;24:2613;25:2616;26:2614;27:2615;6:2617,,145,1.3.6.1.2.1.25.3.2.1.3.1,Generic 28C-6,,
2401,21,4,4,5,ineo+ 284e,0,,ЛОЖЬ,,ЛОЖЬ,19-мар-19,19-мар-19,В оригинале - Konica Minolta bizhub C284e,,1:2607;2:2610;3:2608;4:2609;16:2611;20:2612;24:2613;25:2616;26:2614;27:2615;6:2617,,145,1.3.6.1.2.1.25.3.2.1.3.1,Generic 28C-6e,,
2402,21,4,4,5,ineo+ 364,0,,ЛОЖЬ,,ЛОЖЬ,19-мар-19,19-мар-19,В оригинале - Konica Minolta bizhub C364,,1:2607;2:2610;3:2608;4:2609;16:2611;20:2612;24:2613;25:2616;26:2614;27:2615;6:2617,,145,1.3.6.1.2.1.25.3.2.1.3.1,Generic 36C-6,,
2403,21,4,4,5,ineo+ 364e,0,,ЛОЖЬ,,ЛОЖЬ,19-мар-19,19-мар-19,В оригинале - Konica Minolta bizhub C364e,,1:2607;2:2610;3:2608;4:2609;16:2611;20:2612;24:2613;25:2616;26:2614;27:2615;6:2617,,145,1.3.6.1.2.1.25.3.2.1.3.1,Generic 36C-6e,,
2404,8,5,4,5,Aficio MP C305SPF,0,,ЛОЖЬ,416012,ЛОЖЬ,19-мар-19,19-мар-19,,,,,126,1.3.6.1.4.1.367.3.2.1.1.1.1.0,Aficio MP C305,,
2405,8,4,1,5,Aficio MP 3054SP,0,,ЛОЖЬ,,ЛОЖЬ,19-мар-19,19-мар-19,,,,,146,1.3.6.1.4.1.367.3.2.1.1.1.1.0,MP 3054,,
2406,8,4,1,5,Aficio MP 2554SP,0,,ЛОЖЬ,417392,ЛОЖЬ,19-мар-19,19-мар-19,,,1:2666;16:2668;24:2667,,146,1.3.6.1.4.1.367.3.2.1.1.1.1.0,MP 2554,,
2407,8,4,4,5,Aficio MP C5502,0,,ЛОЖЬ,,ЛОЖЬ,19-мар-19,19-мар-19,,,1:2669;2:2670;3:2672;4:2671;16:2677;20:2678;24:2673;25:2674;26:2676;27:2675,,126,1.3.6.1.4.1.367.3.2.1.1.1.1.0,Aficio MP C5502,,
2408,8,4,4,5,Aficio MP C4502,0,,ЛОЖЬ,,ЛОЖЬ,19-мар-19,19-мар-19,,,1:2669;2:2670;3:2672;4:2671;16:2677;20:2678;24:2673;25:2674;26:2676;27:2675,,126,1.3.6.1.4.1.367.3.2.1.1.1.1.0,Aficio MP C4502,,
2409,8,4,1,1,Aficio SP 8300DN,0,,ЛОЖЬ,,ЛОЖЬ,19-мар-19,19-мар-19,,,1:2679,,146,1.3.6.1.4.1.367.3.2.1.1.1.1.0,Aficio SP 8300DN,,
2410,8,4,1,1,Aficio SP 8200DN,0,,ЛОЖЬ,,ЛОЖЬ,19-мар-19,19-мар-19,,,1:2679,,146,1.3.6.1.4.1.367.3.2.1.1.1.1.0,Aficio SP 8200DN,,
2411,1,5,5,5,PageWide Color MFP 586dn,0,,ЛОЖЬ,G1W39A,ЛОЖЬ,19-мар-19,19-мар-19,,,1:2691;2:2688;3:2690;4:2689,,147,1.3.6.1.4.1.11.2.3.9.4.2.1.1.3.1.0,G1W39A,,
2412,1,5,5,5,PageWide Color MFP 586f,0,,ЛОЖЬ,G1W40A,ЛОЖЬ,19-мар-19,19-мар-19,,,1:2691;2:2688;3:2690;4:2689,,147,1.3.6.1.4.1.11.2.3.9.4.2.1.1.3.1.0,G1W40A,,
2413,1,5,5,5,PageWide Color MFP 586z,0,,ЛОЖЬ,G1W41A,ЛОЖЬ,19-мар-19,19-мар-19,,,1:2691;2:2688;3:2690;4:2689,,147,1.3.6.1.4.1.11.2.3.9.4.2.1.1.3.1.0,G1W41A,,
2414,1,5,5,1,PageWide Color 586dn,0,,ЛОЖЬ,G1W46A,ЛОЖЬ,19-мар-19,19-мар-19,,,1:2691;2:2688;3:2690;4:2689,,147,1.3.6.1.4.1.11.2.3.9.4.2.1.1.3.1.0,G1W46A,,
2415,1,5,5,1,PageWide Color 586xh,0,,ЛОЖЬ,G1W47A,ЛОЖЬ,19-мар-19,19-мар-19,,,1:2691;2:2688;3:2690;4:2689,,147,1.3.6.1.4.1.11.2.3.9.4.2.1.1.3.1.0,G1W47A,,
2416,1,5,5,5,Officejet Color MFP X585dn,0,,ЛОЖЬ,B5L04A,ЛОЖЬ,19-мар-19,19-мар-19,,,1:2692;2:2693;3:2695;4:2694;6:2696,,147,1.3.6.1.4.1.11.2.3.9.4.2.1.1.3.1.0,B5L04A,,
2417,1,5,5,5,Officejet Color MFP X585f,0,,ЛОЖЬ,B5L05A,ЛОЖЬ,19-мар-19,19-мар-19,,,1:2692;2:2693;3:2695;4:2694;6:2696,,147,1.3.6.1.4.1.11.2.3.9.4.2.1.1.3.1.0,B5L05A,,
2418,1,5,5,1,Officejet Color X585xh,0,,ЛОЖЬ,C2S12A,ЛОЖЬ,19-мар-19,19-мар-19,,,1:2692;2:2693;3:2695;4:2694;6:2696,,147,1.3.6.1.4.1.11.2.3.9.4.2.1.1.3.1.0,C2S12A,,
2419,1,5,5,1,Officejet Color X585dn,0,,ЛОЖЬ,C2S11A,ЛОЖЬ,19-мар-19,19-мар-19,,,1:2692;2:2693;3:2695;4:2694;6:2696,,147,1.3.6.1.4.1.11.2.3.9.4.2.1.1.3.1.0,C2S11A,,
2420,1,5,5,5,Officejet Color MFP X585z,0,,ЛОЖЬ,B5L06A,ЛОЖЬ,19-мар-19,19-мар-19,,,1:2692;2:2693;3:2695;4:2694;6:2696,,147,1.3.6.1.4.1.11.2.3.9.4.2.1.1.3.1.0,B5L06A,,
2421,3,5,1,1,i-SENSYS LBP253x,0,,ЛОЖЬ,0281C001,ЛОЖЬ,20-мар-19,20-мар-19,,,1:1535,,148,1.3.6.1.4.1.1602.1.1.1.1.0,LBP253,,
2422,3,5,1,5,i-SENSYS MF411dw,0,,ЛОЖЬ,,ЛОЖЬ,20-мар-19,08-авг-19,,,1:1535,,148,1.3.6.1.4.1.1602.1.1.1.1.0,MF410 Series,,
2423,13,4,1,1,FS-9520DN,0,,ЛОЖЬ,,ЛОЖЬ,20-мар-19,20-мар-19,,,1:2697;16:2698;24:2699;28:2700,,50,1.3.6.1.2.1.25.3.2.1.3.1,FS-9520DN,,
2424,13,4,1,1,FS-9120DN,0,,ЛОЖЬ,,ЛОЖЬ,20-мар-19,20-мар-19,,,1:2697;16:2701;24:2699;28:2700,,50,1.3.6.1.2.1.25.3.2.1.3.1,FS-9120DN,,
2425,13,4,1,1,FS-9100DN,0,,ЛОЖЬ,,ЛОЖЬ,20-мар-19,20-мар-19,,,1:2697;16:2701;24:2699,,50,1.3.6.1.2.1.25.3.2.1.3.1,FS-9100DN,,
2426,13,4,1,1,FS-9500DN,0,,ЛОЖЬ,,ЛОЖЬ,20-мар-19,20-мар-19,,,1:2697;16:2698;24:2699,,50,1.3.6.1.2.1.25.3.2.1.3.1,FS-9500DN,,
2427,14,4,4,1,C9655,0,,ЛОЖЬ,,ЛОЖЬ,20-мар-19,20-мар-19,,,1:2704;2:2705;3:2707;4:2706;16:2711;17:2710;18:2708;19:2709;28:2712;6:2713,,62,1.3.6.1.2.1.25.3.2.1.3.1,C9655,,
2428,14,4,4,1,C9650,0,,ЛОЖЬ,,ЛОЖЬ,20-мар-19,20-мар-19,,,16:2711;17:2710;18:2708;19:2709;28:2712;6:2713,,62,1.3.6.1.2.1.25.3.2.1.3.1,C9650,,
2429,7,5,4,5,CLX-3305,0,,ЛОЖЬ,,ЛОЖЬ,20-мар-19,20-мар-19,,,1:2335;2:2336;3:2338;4:2337;20:2340;6:2339,,129,1.3.6.1.4.1.236.11.5.1.1.1.1.0,CLX-3300 Series,,
2430,2,5,1,5,MFC-L6900DW,0,,ЛОЖЬ,,ЛОЖЬ,27-мар-19,27-мар-19,,,1:2722;16:2718,,3,1.3.6.1.2.1.25.3.2.1.3.1,Brother MFC-L6900DW series,,
2431,2,5,1,1,HL-L6400DW,0,,ЛОЖЬ,,ЛОЖЬ,28-мар-19,28-мар-19,,,1:2722;16:2718,,3,1.3.6.1.2.1.25.3.2.1.3.1,Brother HL-L6400DW series,,
2432,2,5,1,1,HL-L6400DWT,0,,ЛОЖЬ,,ЛОЖЬ,28-мар-19,28-мар-19,,,1:2722;16:2718,,3,1.3.6.1.2.1.25.3.2.1.3.1,Brother HL-L6400DWT series,,
2433,2,5,1,1,HL-L6300DW,0,,ЛОЖЬ,,ЛОЖЬ,28-мар-19,28-мар-19,,,1:2721;16:2718,,3,1.3.6.1.2.1.25.3.2.1.3.1,Brother HL-L6300DW series,,
2434,2,5,1,1,HL-L6250DW,0,,ЛОЖЬ,,ЛОЖЬ,28-мар-19,28-мар-19,,,1:2721;16:2718,,3,1.3.6.1.2.1.25.3.2.1.3.1,Brother HL-L6250DW series,,
2435,2,5,1,1,HL-L6250DN,0,,ЛОЖЬ,,ЛОЖЬ,28-мар-19,28-мар-19,,,1:2721;16:2718,,3,1.3.6.1.2.1.25.3.2.1.3.1,Brother HL-L6250DN series,,
2436,2,5,1,1,HL-L6200DW,0,,ЛОЖЬ,,ЛОЖЬ,28-мар-19,28-мар-19,,,1:2721;16:2718,,3,1.3.6.1.2.1.25.3.2.1.3.1,Brother HL-L6200DW series,,
2437,2,5,1,5,MFC-L6800DW,0,,ЛОЖЬ,,ЛОЖЬ,28-мар-19,28-мар-19,,,1:2721;16:2718,,3,1.3.6.1.2.1.25.3.2.1.3.1,Brother MFC-L6800DW series,,
2438,2,5,1,5,MFC-L6750DW,0,,ЛОЖЬ,,ЛОЖЬ,28-мар-19,28-мар-19,,,1:2721;16:2718,,3,1.3.6.1.2.1.25.3.2.1.3.1,Brother MFC-L6750DW series,,
2439,2,5,1,5,MFC-L6700DW,0,,ЛОЖЬ,,ЛОЖЬ,28-мар-19,28-мар-19,,,1:2721;16:2718,,3,1.3.6.1.2.1.25.3.2.1.3.1,Brother MFC-L6700DW series,,
2440,2,5,1,5,DCP-L6600DW,0,,ЛОЖЬ,,ЛОЖЬ,28-мар-19,28-мар-19,,,1:2721;16:2718,,3,1.3.6.1.2.1.25.3.2.1.3.1,Brother DCP-L6600DW series,,
2441,2,5,1,5,MFC-L5750DW,0,,ЛОЖЬ,,ЛОЖЬ,28-мар-19,28-мар-19,,,1:2721;16:2718,,3,1.3.6.1.2.1.25.3.2.1.3.1,Brother MFC-L5750DW series,,
2442,2,5,1,5,MFC-L5700DW,0,,ЛОЖЬ,,ЛОЖЬ,28-мар-19,28-мар-19,,,1:2721;16:2718,,3,1.3.6.1.2.1.25.3.2.1.3.1,Brother MFC-L5700DW series,,
2443,2,5,1,5,MFC-L5700DN,0,,ЛОЖЬ,,ЛОЖЬ,28-мар-19,28-мар-19,,,1:2721;16:2718,,3,1.3.6.1.2.1.25.3.2.1.3.1,Brother MFC-L5700DN series,,
2444,2,5,1,1,HL-L5200DW,0,,ЛОЖЬ,,ЛОЖЬ,28-мар-19,28-мар-19,,,1:2721;16:2718,,3,1.3.6.1.2.1.25.3.2.1.3.1,Brother HL-L5200DW series,,
2445,2,5,1,1,HL-L5100DN,0,,ЛОЖЬ,,ЛОЖЬ,28-мар-19,28-мар-19,,,1:2721;16:2718,,3,1.3.6.1.2.1.25.3.2.1.3.1,Brother HL-L5100DN series,,
2446,2,5,1,1,HL-L5000D,0,,ЛОЖЬ,,ЛОЖЬ,28-мар-19,28-мар-19,,,1:2721;16:2718,,3,1.3.6.1.2.1.25.3.2.1.3.1,Brother HL-L5000D series,,
2447,2,5,1,5,DCP-L5650DN,0,,ЛОЖЬ,,ЛОЖЬ,28-мар-19,28-мар-19,,,1:2721;16:2718,,3,1.3.6.1.2.1.25.3.2.1.3.1,Brother DCP-L5650DN series,,
2448,2,5,1,5,DCP-L5600DN,0,,ЛОЖЬ,,ЛОЖЬ,28-мар-19,28-мар-19,,,1:2721;16:2718,,3,1.3.6.1.2.1.25.3.2.1.3.1,Brother DCP-L5600DN series,,
2449,2,5,1,5,DCP-L5500DN,0,,ЛОЖЬ,,ЛОЖЬ,28-мар-19,28-мар-19,,,1:2721;16:2718,,3,1.3.6.1.2.1.25.3.2.1.3.1,Brother DCP-L5500DN series,,
2450,2,5,4,5,MFC-L9570CDW,0,,ЛОЖЬ,,ЛОЖЬ,28-мар-19,28-мар-19,,,1:2724;2:2725;3:2727;4:2726;20:2723;29:2728;6:2729,,136,1.3.6.1.2.1.25.3.2.1.3.1,Brother MFC-L9570CDW series,,
2451,2,5,4,1,HL-L9310CDW,0,,ЛОЖЬ,,ЛОЖЬ,28-мар-19,28-мар-19,,,1:2724;2:2725;3:2727;4:2726;20:2723;29:2728;6:2729,,136,1.3.6.1.2.1.25.3.2.1.3.1,Brother HL-L9310CDW series,,
2452,2,5,4,1,HL-L8260CDW,0,,ЛОЖЬ,,ЛОЖЬ,28-мар-19,28-мар-19,,,1:2734;2:2735;3:2736;4:2737;20:2723;29:2728;6:2729,,136,1.3.6.1.2.1.25.3.2.1.3.1,Brother HL-L8260CDW series,,
2453,2,5,4,5,DCP-L8410CDW,0,,ЛОЖЬ,,ЛОЖЬ,28-мар-19,28-мар-19,,,1:2734;2:2735;3:2736;4:2737;20:2723;29:2728;6:2729,,136,1.3.6.1.2.1.25.3.2.1.3.1,Brother DCP-L8410CDW series,,
2454,2,5,4,5,MFC-L8690CDW,0,,ЛОЖЬ,,ЛОЖЬ,28-мар-19,28-мар-19,,,1:2734;2:2735;3:2736;4:2737;20:2723;29:2728;6:2729,,136,1.3.6.1.2.1.25.3.2.1.3.1,Brother MFC-L8690CDW series,,
2455,21,4,4,5,ineo+ 368,0,,ЛОЖЬ,,ЛОЖЬ,22-апр-19,22-апр-19,В оригинале - Konica Minolta bizhub C368,,1:105;2:102;3:104;4:103;16:96;20:97;24:101;25:98;26:100;27:99;28:2748;29:2749;6:120,,145,1.3.6.1.2.1.25.3.2.1.3.1,Generic 36C-9,,
2456,21,4,1,5,ineo 287,0,,ЛОЖЬ,,ЛОЖЬ,22-апр-19,22-апр-19,В оригинале - Konica Minolta bizhub 287,,1:2738;16:2739;24:2740;6:2741,,150,1.3.6.1.2.1.25.3.2.1.3.1,Generic 28BW-8,,
2457,21,4,1,5,ineo 227,0,,ЛОЖЬ,,ЛОЖЬ,22-апр-19,22-апр-19,В оригинале - Konica Minolta bizhub 227,,1:2738;16:2739;24:2740;6:2741,,150,1.3.6.1.2.1.25.3.2.1.3.1,Generic 22BW-8,,
2458,21,4,1,5,ineo 367,0,,ЛОЖЬ,,ЛОЖЬ,22-апр-19,22-апр-19,В оригинале - Konica Minolta bizhub 367,,1:2738;16:2739;24:2740;6:2741,,150,1.3.6.1.2.1.25.3.2.1.3.1,Generic 36BW-8,,
2459,11,4,1,5,bizhub 227,0,,ЛОЖЬ,,ЛОЖЬ,22-апр-19,22-апр-19,,,1:2742;16:2743;24:2744;28:2746;29:2747;6:2745,,150,1.3.6.1.2.1.25.3.2.1.3.1,KONICA MINOLTA bizhub 227,,
2460,11,4,1,5,bizhub 287,0,,ЛОЖЬ,,ЛОЖЬ,22-апр-19,22-апр-19,,,1:2742;16:2743;24:2744;28:2746;29:2747;6:2745,,150,1.3.6.1.2.1.25.3.2.1.3.1,KONICA MINOLTA bizhub 287,,
2461,11,4,1,5,bizhub 367,0,,ЛОЖЬ,,ЛОЖЬ,22-апр-19,22-апр-19,,,1:2742;16:2743;24:2744;28:2746;29:2747;6:2745,,150,1.3.6.1.2.1.25.3.2.1.3.1,KONICA MINOLTA bizhub 367,,
2462,21,4,4,5,ineo+ 258,0,,ЛОЖЬ,,ЛОЖЬ,22-апр-19,22-апр-19,В оригинале - Konica Minolta bizhub C258,,1:105;2:102;3:104;4:103;16:96;20:97;24:101;25:98;26:100;27:99;28:2748;29:2749;6:120,,145,1.3.6.1.2.1.25.3.2.1.3.1,Generic 25C-9,,
2463,11,4,4,5,bizhub C368,0,,ЛОЖЬ,A7PU027,ЛОЖЬ,23-апр-19,02-июл-20,,,1:2584;2:2587;3:2585;4:2586;16:2592;20:2593;24:2588;25:2591;26:2589;27:2590;28:2750;29:2595;6:2594,,144,1.3.6.1.2.1.25.3.2.1.3.1,KONICA MINOLTA bizhub C368,,
2464,11,4,4,5,bizhub C258,0,,ЛОЖЬ,A7R0027,ЛОЖЬ,23-апр-19,02-июл-20,,,1:2584;2:2587;3:2585;4:2586;16:2592;20:2593;24:2588;25:2591;26:2589;27:2590;28:2750;29:2595;6:2594,,144,1.3.6.1.2.1.25.3.2.1.3.1,KONICA MINOLTA bizhub C258,,
2465,11,4,1,5,bizhub 364e,0,,ЛОЖЬ,,ЛОЖЬ,23-апр-19,23-апр-19,,,1:2751;16:132;24:136;28:2753;29:2752;6:143,,0,1.3.6.1.2.1.25.3.2.1.3.1,KONICA MINOLTA bizhub 364e,,
2466,11,4,1,5,bizhub 284e,0,,ЛОЖЬ,,ЛОЖЬ,23-апр-19,23-апр-19,,,1:2751;16:132;24:136;28:2753;29:2752;6:143,,0,1.3.6.1.2.1.25.3.2.1.3.1,KONICA MINOLTA bizhub 284e,,
2467,11,4,1,5,bizhub 224e,0,,ЛОЖЬ,,ЛОЖЬ,23-апр-19,23-апр-19,,,1:2751;16:132;24:136;28:2753;29:2752;6:143,,0,1.3.6.1.2.1.25.3.2.1.3.1,KONICA MINOLTA bizhub 224e,,
2468,11,5,1,5,bizhub 308,0,,ЛОЖЬ,,ЛОЖЬ,23-апр-19,25-апр-19,,,1:2754;16:145;24:149;6:143,,0,1.3.6.1.2.1.25.3.2.1.3.1,KONICA MINOLTA bizhub 308,,
2469,11,5,1,5,bizhub 308e,0,,ЛОЖЬ,,ЛОЖЬ,23-апр-19,25-апр-19,,,1:2757;16:2759;24:2758;28:2761;29:2762;6:2760,,0,1.3.6.1.2.1.25.3.2.1.3.1,KONICA MINOLTA bizhub 308e,,
2470,11,5,1,5,bizhub 368e,0,,ЛОЖЬ,,ЛОЖЬ,23-апр-19,25-апр-19,,,1:2757;16:2759;24:2758;28:2761;29:2762;6:2760,,0,1.3.6.1.2.1.25.3.2.1.3.1,KONICA MINOLTA bizhub 368e,,
2471,11,5,1,5,bizhub 458e,0,,ЛОЖЬ,,ЛОЖЬ,23-апр-19,25-апр-19,,,1:2763;16:2759;24:2758;28:2761;29:2762;6:2760,,0,1.3.6.1.2.1.25.3.2.1.3.1,KONICA MINOLTA bizhub 458e,,
2472,11,5,1,5,bizhub 558e,0,,ЛОЖЬ,,ЛОЖЬ,23-апр-19,25-апр-19,,,1:2763;16:2759;24:2758;28:2761;29:2762;6:2760,,0,1.3.6.1.2.1.25.3.2.1.3.1,KONICA MINOLTA bizhub 558e,,
2473,11,5,1,5,bizhub 658e,0,,ЛОЖЬ,,ЛОЖЬ,23-апр-19,25-апр-19,,,1:2763;16:2759;24:2758;28:2761;29:2762;6:2760,,0,1.3.6.1.2.1.25.3.2.1.3.1,KONICA MINOLTA bizhub 658e,,
2474,21,4,1,5,ineo 308e,0,,ЛОЖЬ,,ЛОЖЬ,25-апр-19,25-апр-19,В оригинале - Konica Minolta bizhub 308e,,1:2764;16:2765;24:2767;6:2766,,0,,,,
2475,21,4,1,5,ineo 368e,0,,ЛОЖЬ,,ЛОЖЬ,25-апр-19,25-апр-19,В оригинале - Konica Minolta bizhub 368e,,1:2764;16:2765;24:2767;6:2766,,0,,,,
2476,21,4,1,5,ineo 458e,0,,ЛОЖЬ,,ЛОЖЬ,25-апр-19,25-апр-19,В оригинале - Konica Minolta bizhub 458e,,16:2765;24:2767;6:2766,,0,,,,
2477,21,4,1,5,ineo 558e,0,,ЛОЖЬ,,ЛОЖЬ,25-апр-19,25-апр-19,В оригинале - Konica Minolta bizhub 558e,,16:2765;24:2767;6:2766,,0,,,,
2478,21,4,1,5,ineo 658e,0,,ЛОЖЬ,,ЛОЖЬ,25-апр-19,25-апр-19,В оригинале - Konica Minolta bizhub 658e,,16:2765;24:2767;6:2766,,0,,,,
2479,1,1,5,2,"DesignJet T2500 36""",0,,ЛОЖЬ,CR358A,ЛОЖЬ,25-апр-19,26-апр-19,,,2:2777;3:2780;4:2779;33:2781;35:2778;30:2776;13:278,,151,1.3.6.1.4.1.11.2.3.9.4.2.1.1.3.1.0,CR358A,,
2480,2,5,1,5,DCP-L2520DWR,0,,ЛОЖЬ,,ЛОЖЬ,22-май-19,22-май-19,,,1:2783;16:2784,,3,1.3.6.1.2.1.25.3.2.1.3.1,Brother DCP-L2520DW series,,
2481,2,5,1,1,HL-L2300DR,0,,ЛОЖЬ,,ЛОЖЬ,22-май-19,14-июн-19,,,1:2783;16:2784,,3,1.3.6.1.2.1.25.3.2.1.3.1,Brother HL-L2300D*,,
2482,2,5,1,1,HL-L2340DWR,0,,ЛОЖЬ,,ЛОЖЬ,22-май-19,22-май-19,,,1:2783;16:2784,,3,1.3.6.1.2.1.25.3.2.1.3.1,Brother HL-L2340DW Series,,
2483,2,5,1,1,HL-L2360DNR,0,,ЛОЖЬ,,ЛОЖЬ,22-май-19,14-июн-19,,,1:2783;16:2784,,3,1.3.6.1.2.1.25.3.2.1.3.1,Brother HL-L2360D*,,
2484,2,5,1,1,HL-L2365DWR,0,,ЛОЖЬ,,ЛОЖЬ,22-май-19,14-июн-19,,,1:2783;16:2784,,3,1.3.6.1.2.1.25.3.2.1.3.1,Brother HL-L2365D*,,
2485,2,5,1,5,DCP-L2500DR,0,,ЛОЖЬ,,ЛОЖЬ,22-май-19,22-май-19,,,1:2783;16:2784,,3,1.3.6.1.2.1.25.3.2.1.3.1,Brother DCP-L2500DR,,
2486,2,5,1,5,DCP-L2540DNR,0,,ЛОЖЬ,,ЛОЖЬ,22-май-19,14-июн-19,,,1:2783;16:2784,,3,1.3.6.1.2.1.25.3.2.1.3.1,Brother DCP-L2540D*,,
2487,2,5,1,5,DCP-L2560DWR,0,,ЛОЖЬ,,ЛОЖЬ,22-май-19,14-июн-19,,,1:2783;16:2784,,3,1.3.6.1.2.1.25.3.2.1.3.1,Brother DCP-L2560D*,,
2488,2,5,1,5,MFC-L2700DWR,0,,ЛОЖЬ,,ЛОЖЬ,22-май-19,22-май-19,,,1:2783;16:2784,,3,1.3.6.1.2.1.25.3.2.1.3.1,Brother MFC-L2700DW*,,
2489,2,5,1,5,MFC-L2720DWR,0,,ЛОЖЬ,,ЛОЖЬ,22-май-19,14-июн-19,,,1:2783;16:2784,,3,1.3.6.1.2.1.25.3.2.1.3.1,Brother MFC-L2720D*,,
2490,2,5,1,5,MFC-L2740DWR,0,,ЛОЖЬ,,ЛОЖЬ,22-май-19,14-июн-19,,,1:2783;16:2784,,3,1.3.6.1.2.1.25.3.2.1.3.1,Brother MFC-L2740D*,,
